user,id,text,favorite_count,retweet_count,created_at
elonmusk,1595587988926664704,@TrungTPhan Is this really still happening @nytimes?,49688,3173,2022-11-24
elonmusk,1595587621731766275,@slashdot @dealbook This is one the biggest failures in US journalistic integrity of the 21st century,24588,2741,2022-11-24
elonmusk,1595581454842404864,"@ParikPatelCFA Lol, but actually true",39988,1602,2022-11-24
elonmusk,1595563761402015744,"@BillyM2k The more I learn, the worse it gets. The world should know the truth of what has been happening at Twitter.

Transparency will earn the trust of the people.",159762,28982,2022-11-23
elonmusk,1595563282252713985,@BillyM2k 💯🎯,6548,291,2022-11-23
elonmusk,1595559226805395457,@RyanZohoury @WholeMarsBlog @semaforben Good point. Conflicts of interest should be made readily apparent to the reader.,7006,484,2022-11-23
elonmusk,1595558540109705216,@sourpatchlyds @semaforben Just wow …,10926,347,2022-11-23
elonmusk,1595558069156532225,@WholeMarsBlog @semaforben They should get a “SBF-Affiliated Media” label 🤣,4778,305,2022-11-23
elonmusk,1595557676599377920,@WholeMarsBlog @semaforben Yup,3064,120,2022-11-23
elonmusk,1595554584860102657,@nichegamer @brandonorselli @semaforben 🤣,1650,72,2022-11-23
elonmusk,1595554537053589505,@nichegamer @brandonorselli @semaforben That’s why he won’t answer,2747,116,2022-11-23
elonmusk,1595552639273472001,"@semaforben To be direct, the very real concern here is that you have been pushing a completely false SBF ownership of Twitter narrative while effectively being his paid shill.",28452,2531,2022-11-23
elonmusk,1595551706749624321,"@semaforben All public holders of Twitter were allowed to roll their stock into Twitter as a private company, but he did not do so. Your reporting made it falsely sound like he did, when in fact he owns 0%. 

For the last time, how much of you does SBF own? Stop dodging the question.",120107,10970,2022-11-23
elonmusk,1595549239425187840,@greg_price11 Yes,30021,1270,2022-11-23
elonmusk,1595548159500906496,"@vanschneider To be fair, there are many people at Twitter working late into the night, for whom I have great respect",22187,1116,2022-11-23
elonmusk,1595547544964456448,@Jason 🤣,8428,291,2022-11-23
elonmusk,1595535360863395842,Awesome new Twitter merch! https://t.co/zqdL9xGRuR,481644,41680,2022-11-23
elonmusk,1595534031545765890,"@EricRWeinstein It has been really bad. Far left San Francisco/Berkeley views have been propagated to the world via Twitter. 

I’m sure this comes as no surprise to anyone watching closely.

Twitter is moving rapidly to establish an even playing field. No more thumb on the scale!",95830,15712,2022-11-23
elonmusk,1595520823766712320,@jonesville @BusinessInsider It’s not a real publication,9549,477,2022-11-23
elonmusk,1595514289754112000,@DavidSacks 🤣🤣 with maybe a little editorial help from SBF’s employees @semafor,13243,907,2022-11-23
elonmusk,1595512191075373057,@DogePotamus @dogehodl2021 @StephenKing This is awesome,8253,334,2022-11-23
elonmusk,1595509817291862016,@EricNewcomer @karaswisher No grey area. Flat wrong.,4026,240,2022-11-23
elonmusk,1595509452781850636,@EricNewcomer @karaswisher On the other @semafor *did* take the SBF money and @semaforben won’t disclose how much SBF owns of them,6466,588,2022-11-23
elonmusk,1595508995912978432,@EricNewcomer @karaswisher I did not take the money. SBF/FTX do not own shares in Twitter.,8487,707,2022-11-23
elonmusk,1595505413113323520,"World Cup traffic hit almost 20,000 tweets per second today! Great work by Twitter team managing record usage.",324988,21757,2022-11-23
elonmusk,1595503151825580032,@StephenKing Headline: “Stephen King Tweet Causes My Pillow Sales to Skyrocket!” Lmaooo,26434,3140,2022-11-23
elonmusk,1595501681172619264,@DennisCricket_ Haha sorry code release towards end of next week should allow this again,28791,1063,2022-11-23
elonmusk,1595500566389497856,"@David_Ingram @semaforben @semafor No. He may have owned shares in Twitter as a public company, but he certainly does not own shares in Twitter as a private company.",5511,418,2022-11-23
elonmusk,1595496293467508736,@karaswisher There was a time when you cared about the truth. That is long gone.,34200,1850,2022-11-23
elonmusk,1595494411579711490,"@semaforben @semafor As I said, neither I nor Twitter have taken any investment from SBF/FTX. Your article is a lie. 

Now, I’m asking again, how much of you does SBF own?",5376,949,2022-11-23
elonmusk,1595493653799383040,@wintonARK It was getting to the point where the minimum impulse bit for a Silicon Valley startup was a billion dollar market cap!,8017,459,2022-11-23
elonmusk,1595473875847942146,"Should Twitter offer a general amnesty to suspended accounts, provided that they have not broken the law or engaged in egregious spam?",141748,49632,2022-11-23
elonmusk,1595472986173120512,@Timcast 🎯🤣,24033,983,2022-11-23
elonmusk,1595472728550965249,@engineers_feed @Twitter So much to fix at Twitter (sigh),69039,3480,2022-11-23
elonmusk,1595469939632021504,"@StatistaCharts There are lies, there are damn lies, and then there is Statista",10779,877,2022-11-23
elonmusk,1595467005381210112,@BillyM2k Some things more so than others (sigh),8811,441,2022-11-23
elonmusk,1595466497836843009,@MrAndyNgo True,24399,1405,2022-11-23
elonmusk,1595466179606237184,@ZacksJerryRig @CommunityNotes What do your jeans tell you? https://t.co/a2o6XSLm7t,4034,329,2022-11-23
elonmusk,1595464142147624960,"@ZacksJerryRig According to Obama’s DoJ, the Ferguson shooting was unequivocally self-defense, so the Ferguson protests were – if you believe Obama’s DoJ – based on a false premise.

That’s not to say that other injustices don’t occur, but this does not appear to be one of them. @CommunityNotes",13605,2057,2022-11-23
elonmusk,1595463197749747712,"@ZacksJerryRig Full text:
https://t.co/PervJOJQbq",3216,237,2022-11-23
elonmusk,1595462928568049664,@ZacksJerryRig What conspiracy theory? This what Obama’s DoJ published: https://t.co/O4DYAy63dD,13616,2076,2022-11-23
elonmusk,1595461616308396032,@Rainmaker1973 @gunsnrosesgirl3 Looking into it,26475,935,2022-11-23
elonmusk,1595457703739944976,@Rainmaker1973 There was an error last week where the system incorrectly suspended &amp; deboosted your account. I’m told that those are now cleared.,31381,1684,2022-11-23
elonmusk,1595454820407980032,@JohnPhillips Truth over time builds trust. Nothing else.,9001,778,2022-11-23
elonmusk,1595452720567418880,@elizableu I would like to know too,16058,1132,2022-11-23
elonmusk,1595447137512214528,@semaforben @semafor What percentage of you does he own?,7340,599,2022-11-23
elonmusk,1595445776636854272,@hiromichimizuno Congratulations,35533,1649,2022-11-23
elonmusk,1595358165373112320,"More and more over time, as we hew closer to the truth, Twitter will earn the trust of the people",362024,31119,2022-11-23
elonmusk,1595356658842091523,I hope you get that which truly makes you happy,146942,11041,2022-11-23
elonmusk,1595346227255980033,@MattWallace888 @semafor Inmates are running the asylum at WaPo while Jeff parties in his hot tub,24363,2561,2022-11-23
elonmusk,1595344311960248321,@realchasegeiser 🤣🤣 worth it,18560,547,2022-11-23
elonmusk,1595343500135964672,@semafor What’s going on here @semaforben?,5926,393,2022-11-23
elonmusk,1595342985931411456,@semafor Semafor is owned by SBF. This is a massive conflict of interest in your reporting. Journalistic integrity is 🗑️. https://t.co/1AB6KReJUj,57063,7107,2022-11-23
elonmusk,1595340422875856896,@mazemoore 🫶,180013,5286,2022-11-23
elonmusk,1595339067452841984,What is best in life?,271918,17788,2022-11-23
elonmusk,1595334357925134336,@stillgray Troublesome,9406,482,2022-11-23
elonmusk,1595331870652125184,@realGeorgeHotz Welcome to Twitter!,31121,1216,2022-11-23
elonmusk,1595330061267107841,"@BusinessInsider False. Also, Business is still not a real publication. Just give up.",284202,19420,2022-11-23
elonmusk,1595329364421267456,@TotalWorld1 わかりました,35799,10062,2022-11-23
elonmusk,1595328831316901890,https://t.co/PervJOJQbq,35159,3050,2022-11-23
elonmusk,1595325084025036800,@StephenKing What *is* the best pillow?,13770,618,2022-11-23
elonmusk,1595323332869488641,@StephenKing Is My Pillow actually a great pillow? Now I’m curious.,57317,3655,2022-11-23
elonmusk,1595316038106636288,@StephenKing Oh hi lol,151151,4714,2022-11-23
elonmusk,1595294294260080640,@EMTSLA @WholeMarsBlog Agreed,4087,172,2022-11-23
elonmusk,1595294061694373889,@WholeMarsBlog Yea,3577,170,2022-11-23
elonmusk,1595291602981113857,@WholeMarsBlog https://t.co/MbS8QAyQH7,7834,338,2022-11-23
elonmusk,1595252303505694720,Maybe we’ve gone to heaven/hell &amp; don’t know it 🤔,146749,7593,2022-11-23
elonmusk,1595250835096621057,Found in closet at Twitter HQ fr 🤣🤣 https://t.co/3xSI3KvvHk,626681,87528,2022-11-23
elonmusk,1595248718844162048,@CEOAdam Twitter is where the opinion leaders are,54722,4245,2022-11-23
elonmusk,1595248428615098368,@catturd2 @PatrickW @kylenabecker @Twitter I am cautiously optimistic that things will work out well,38876,2480,2022-11-23
elonmusk,1595209298459602945,@kimbal @TheEconomist Nice,18916,849,2022-11-23
elonmusk,1595207476936413187,Wasn’t Twitter supposed to die by now or something … ?,968044,68869,2022-11-23
elonmusk,1595196519598080000,"@PatrickW @kylenabecker @Twitter A large coalition of political/social activist groups agreed not to try to kill Twitter by starving us of advertising revenue if I agreed to this condition.

They broke the deal.",35598,5175,2022-11-22
elonmusk,1595114874614390789,@DineshDSouza Correct,150914,10617,2022-11-22
elonmusk,1595114334547365888,@kylenabecker @Twitter Not even Associated Press with their completely fictional report on Russian missiles hitting Poland that carried severe consequences for escalating the war,42770,6648,2022-11-22
elonmusk,1595113582416781313,@wizecrax @stillgray @kylenabecker @Twitter This is messed up,8024,487,2022-11-22
elonmusk,1595108806534406144,"@kylenabecker @Twitter As is obvious to all but the media, there is not one permanent ban on even the most far left account spouting utter lies",113665,15390,2022-11-22
elonmusk,1595108378375618560,@kylenabecker @Twitter True,14030,1427,2022-11-22
elonmusk,1595105891203788801,"@waitbutwhy It is shocking how many journalists viscously attack free speech, but somehow think they’re the good guys!",184443,24475,2022-11-22
elonmusk,1594979730104672257,@BillyM2k the olden daze,6879,349,2022-11-22
elonmusk,1594970630331387905,@jakeshieldsajj Indeed,9177,266,2022-11-22
elonmusk,1594970107595264000,@R6BTuxYEfbGYIoB What do you mean?,54917,2489,2022-11-22
elonmusk,1594968892878647296,@WSJ @WSJopinion @AllysiaFinley .@CommunityNotes 🙌,19462,825,2022-11-22
elonmusk,1594962397114023937,"Wait, if I Tweet does that count as work?",679929,35081,2022-11-22
elonmusk,1594961544320028672,@SirineAti @Anc_Aesthetics Twitter,9268,341,2022-11-22
elonmusk,1594961485993840640,"@PPathole @Anc_Aesthetics Yeah, about 6 months ago",5150,161,2022-11-22
elonmusk,1594961161580998656,@Syndicate I see a path,8613,292,2022-11-22
elonmusk,1594960288884793344,@TeslaGong @CSMFHT It’s coming,2701,113,2022-11-22
elonmusk,1594960173918986240,@teslaownersSV @CSMFHT Looking into it,3305,140,2022-11-22
elonmusk,1594958898179772422,@Anc_Aesthetics Pretty sure that was in Elden Ring,35680,1264,2022-11-22
elonmusk,1594958650694574080,@unusual_whales Perhaps not unreasonable to know if anything was accomplished 🫶,173955,6526,2022-11-22
elonmusk,1594957395465314305,"This will improve a lot as Twitter becomes fast to use outside of North America, Western Europe &amp; Japan",81031,4702,2022-11-22
elonmusk,1594954507620069376,"@CSMFHT Pupienus Maximus!
https://t.co/RQT01Xc2fz",8207,374,2022-11-22
elonmusk,1594953183750561792,@sama Plot twist!,35625,1280,2022-11-22
elonmusk,1594868355281960961,@dogeofficialceo @MrBeast Written content too,15775,780,2022-11-22
elonmusk,1594867468321067008,@MrBeast Let’s see what happens when Twitter offers good video with higher compensation for creators …,94421,5515,2022-11-22
elonmusk,1594866036708462593,The Tactics of Mistake,162326,10364,2022-11-22
elonmusk,1594865932962234368,@mosstache 💯🎯🤣,31099,1151,2022-11-22
elonmusk,1594865247323660290,"Twitter added 1.6M daily active users this past week, another all-time high https://t.co/Si3cRYnvyD",379896,31001,2022-11-22
elonmusk,1594861031670820864,"Holding off relaunch of Blue Verified until there is high confidence of stopping impersonation. 

Will probably use different color check for organizations than individuals.",241292,15249,2022-11-22
elonmusk,1594854962009296896,@egoraptor lmao,7569,242,2022-11-22
elonmusk,1594839993075355649,@PPathole Dune. Amazing to think it was written in 1965!,10238,504,2022-11-21
elonmusk,1594839503419703296,@WSJ @WSJopinion @AllysiaFinley Yeah umm … that is definitely not the reason it failed,231214,16547,2022-11-21
elonmusk,1594839036593672194,@Jason 🤣,59777,2172,2022-11-21
elonmusk,1594835418117451776,Starlink now works for high latitudes https://t.co/Ngdh8CJbCJ,86856,6736,2022-11-21
elonmusk,1594828625232113664,Tesla Megapacks are highly effective in addressing electricity demand spikes that cause power outages https://t.co/V4n5c4ZvNH,42439,3424,2022-11-21
elonmusk,1594792272583098368,@JamesSpiro @Israel @taylorswift13 I have! It was great.,12005,365,2022-11-21
elonmusk,1594790988798631947,@cb_doge @DanSum519 @stillgray Not many tbh,4679,169,2022-11-21
elonmusk,1594789972015546368,@Israel @taylorswift13 Your tweets are good! More countries should tweet like this. No fun being all stuffy.,114609,3636,2022-11-21
elonmusk,1594788419120824321,Experience: what you get when you didn’t get what you wanted - Igor,169340,16275,2022-11-21
elonmusk,1594785437482364928,"@DanSum519 @stillgray Oh they’ll be back on Twitter, if they even actually left. This platform is like pharmaceutical-grade crack to them.",3758,395,2022-11-21
elonmusk,1594783278879211520,@stillgray I am having a great time 🤣🤣,67054,3175,2022-11-21
elonmusk,1594773242626965505,Fanaticism is always a function of repressed doubt – Dune,125921,10789,2022-11-21
elonmusk,1594762914572906496,Namaste 🙏,209248,15082,2022-11-21
elonmusk,1594762132163563520,"@mysteriouskat It’s a reverse, reverse psychology trick",22483,702,2022-11-21
elonmusk,1594761935236513802,@mysteriouskat 👀,4018,106,2022-11-21
elonmusk,1594760874291392517,@waitbutwhy Absolutely,4849,165,2022-11-21
elonmusk,1594760226112098305,"@lenjin2 @catturd2 I like his music tbh, but maybe Etsy is more his style",6149,209,2022-11-21
elonmusk,1594757734267764774,"Hope all judgy hall monitors stay on other platforms – please, I’m begging u",359813,25798,2022-11-21
elonmusk,1594756160552566784,@rhemrajani9 Feels so long ago 🤭,8906,285,2022-11-21
elonmusk,1594755079327731713,@lexfridman It is so entertaining!,30228,985,2022-11-21
elonmusk,1594751560147312641,Twitter is fun 🚀 💫 ♥️,617791,45691,2022-11-21
elonmusk,1594750738940383232,@KimDotcom @BillFOXLA @FoxNews Behavior follows the incentives for political power,11603,988,2022-11-21
elonmusk,1594749483220439048,@lexfridman Good times :),59727,1995,2022-11-21
elonmusk,1594748683832147981,@LanceUlanoff @Rainmaker1973 Then let us work to make the future better,6448,386,2022-11-21
elonmusk,1594748242939494431,"@rationalwalk @BillFOXLA @FoxNews We should actively recruit the best &amp; brightest to part of the United States! 

That is what every championship sports team does.",5381,431,2022-11-21
elonmusk,1594745250115096576,@micsolana So unfair! 🤣,18430,659,2022-11-21
elonmusk,1594739464273768448,@MrStevenSteele @catturd2 🤣,5927,188,2022-11-21
elonmusk,1594737017094545413,@catturd2 And it turns out that Trent “nine inch nails” Reznor is actually a crybaby 🤣,110186,6549,2022-11-21
elonmusk,1594732430933782528,@Rainmaker1973 I can’t think of a worse curse than living forever,60329,3722,2022-11-21
elonmusk,1594729874031247361,"@BillFOXLA @FoxNews Seems bizarre that it’s so easy enter illegally, but so hard to get a legal work visa",186725,18277,2022-11-21
elonmusk,1594552252865384450,"@KimDotcom @SamHarrisOrg My firstborn child died in my arms. I felt his last heartbeat. 

I have no mercy for anyone who would use the deaths of children for gain, politics or fame.",126653,12650,2022-11-21
elonmusk,1594549869976641536,"@teslaownersSV @EvaFoxU Oh man, that’s a long story, but if we haven’t cut response time in half by end of year, I will hang my head in shame",15448,789,2022-11-21
elonmusk,1594549300276916224,@BLKMDL3 @EvaFoxU Latter,4041,168,2022-11-21
elonmusk,1594549212234092545,"@teslaownersSV @EvaFoxU Yes, major focus on video overall",9462,466,2022-11-21
elonmusk,1594548607243411456,@EvaFoxU Priority #1,244933,16816,2022-11-21
elonmusk,1594529035622965248,"@SamHarrisOrg Suffer little children, and forbid them not, to come unto me: for of such is the kingdom of heaven",126243,7607,2022-11-21
elonmusk,1594520223000002561,@EvaFoxU Falcon is powered by 9 merkins!,19451,820,2022-11-21
elonmusk,1594509880840388610,Our love will never die https://t.co/y5SldfAAt0,479603,36318,2022-11-21
elonmusk,1594500655724609536,And lead us not into temptation … https://t.co/8qNOXzwXS9,1092081,93995,2022-11-21
elonmusk,1594490424063922178,@EvaFoxU So tempting …,7318,269,2022-11-21
elonmusk,1594474679452028929,@HappyJesse Yes,10471,237,2022-11-20
elonmusk,1594467773706817537,"@kanyewest Don’t kill what ye hate
Save what ye love",288323,16242,2022-11-20
elonmusk,1594458275013181443,@teslaownersSV @kcoleman Making good progress. Still tracking to wide release next month.,5633,369,2022-11-20
elonmusk,1594455929256349697,"World Cup Qatar 2022: Opening Ceremony
https://t.co/TjSSitY7fK",131188,13926,2022-11-20
elonmusk,1594449361651568640,"@TimRunsHisMouth So you say “mainstream media” is biased? 

Hmm, will have to fact-check that with mainstream media.

Nope, they say everything is cool!",156745,13469,2022-11-20
elonmusk,1594448345002565632,"@RaheemKassam They just can’t stop writing about Twitter, which is driving usage through roof lmao",53504,4568,2022-11-20
elonmusk,1594447763298783234,@catturd2 One thing is for sure: it’s not boring https://t.co/47uPkl88gZ,102800,6219,2022-11-20
elonmusk,1594446963306528768,@kcoleman Exactly,18291,839,2022-11-20
elonmusk,1594437869904486406,@stillgray @mtaibbi “All the news that’s fit to print” my ass,23649,2796,2022-11-20
elonmusk,1594425023011254272,@CBSNewsPress 🤭,251173,11678,2022-11-20
elonmusk,1594423607379210240,@Starbie888 @NateSilver538 [Cue Spider-Man meme],3691,167,2022-11-20
elonmusk,1594423426605027328,@Starbie888 @NateSilver538 What could be more fun than a social network consisting entirely of hall monitors!?,7449,585,2022-11-20
elonmusk,1594399393012031488,@NateSilver538 🤣🤣💯🎯,23992,1095,2022-11-20
elonmusk,1594340948707885057,@mtaibbi It is tragic how far The New York Times has fallen – basically just boring af far left brainwashing at this point. The boring part is truly unforgivable!,83186,13017,2022-11-20
elonmusk,1594339820792430601,World Cup starts soon! Follow on Twitter for best coverage by far.,498581,32380,2022-11-20
elonmusk,1594338981944217603,@WholeMarsBlog 🤣,34969,1102,2022-11-20
elonmusk,1594338059977478144,@TomFitton Sure as night follows day …,55087,4477,2022-11-20
elonmusk,1594197468970946560,@JGreenblattADL @ADL Hey stop defaming me!,352989,18277,2022-11-20
elonmusk,1594193242312122369,@naiivememe 🔥🔥,36300,1642,2022-11-20
elonmusk,1594191387519373313,Twitter is ALIVE,1456152,116091,2022-11-20
elonmusk,1594177381698506754,@EMTSLA @teslaownersSV @RaheemKassam @nypost Good idea,7452,250,2022-11-20
elonmusk,1594176799692521473,@teslaownersSV @RaheemKassam @nypost Their posts are super boring,15865,705,2022-11-20
elonmusk,1594176028821590016,@RaheemKassam @nypost They should bring Walter Cronkite back,18738,1256,2022-11-20
elonmusk,1594173915559088128,@nypost Oh forget it who cares,124403,6596,2022-11-20
elonmusk,1594172733482360832,@RenataKonkoly @nypost 🤣💯,27031,663,2022-11-20
elonmusk,1594172533883879424,@nypost Who made this decision?,320615,12687,2022-11-20
elonmusk,1594171267309273088,@BuzzPatterson 😉,125037,4593,2022-11-20
elonmusk,1594171093606141953,@KimDotcom Twitter engineering is working on it,62833,2940,2022-11-20
elonmusk,1594163561970171905,@sriramk Server load is insane rn. Good stress test before World Cup tomorrow!,109621,6314,2022-11-20
elonmusk,1594157371257163776,@DavidSacks Well-said,56872,2253,2022-11-20
elonmusk,1594151088080719877,@LefterisJP Lmaooo,42835,1594,2022-11-20
elonmusk,1594150406124445696,@TrungTPhan 🤣🤣,77434,2408,2022-11-20
elonmusk,1594131768298315777,"The people have spoken. 

Trump will be reinstated.

Vox Populi, Vox Dei. https://t.co/jmkhFuyfkv",967121,129523,2022-11-20
